,contest,winner,loser,time
22416,8214479016848193,55,53,2020-12-04 02:16:02.749277
22417,2125008207752292,46,49,2020-12-04 04:18:39.788096
22418,2531552659959769,51,31,2020-12-04 04:18:39.788096
22419,5205909386572124,50,47,2020-12-04 04:18:39.788096
22420,6113822668205367,61,65,2020-12-04 04:18:39.788096
22421,850491244554298,48,27,2020-12-04 04:18:39.788096
22422,8587864765509774,60,55,2020-12-04 04:18:39.788096
22423,946359244725059,65,64,2020-12-04 04:18:39.788096
22424,12898001237590,69,71,2020-12-04 04:18:39.788096
22425,269201405580190,64,56,2020-12-04 04:18:39.788096
22426,3662865772877710,46,49,2020-12-04 04:18:39.788096
22427,3804654054741685,74,73,2020-12-04 04:18:39.788096
22428,4937920114897925,48,46,2020-12-04 04:18:39.788096
22429,5804439039278183,56,52,2020-12-04 04:18:39.788096
22430,7370259435466543,60,55,2020-12-04 04:18:39.788096
22431,7467940131390713,44,47,2020-12-04 04:18:39.788096
22432,8655261623417254,48,46,2020-12-04 04:18:39.788096
22433,3091797082258963,56,57,2020-12-04 04:18:39.788096
22434,1555020759810220,52,60,2020-12-04 06:17:08.475102
22435,4897650435538215,56,56,2020-12-04 06:17:08.475102
22436,199523835393033,56,57,2020-12-04 06:17:08.475102
22437,4819318982880870,56,53,2020-12-04 06:17:08.475102
22438,8321221221489361,70,74,2020-12-04 06:17:08.475102
22439,4698811349676932,80,50,2020-12-04 06:17:08.475102
22440,965462030588006,63,50,2020-12-04 06:17:08.475102
22441,1677369955897957,64,66,2020-12-04 08:15:16.915196
22442,3691057246983805,37,36,2020-12-04 08:15:16.915196
22443,2244499656864325,62,60,2020-12-04 08:15:16.915196
22444,248090935940265,57,59,2020-12-04 08:15:16.915196
22445,5627975931745091,39,37,2020-12-04 08:15:16.915196
22446,6324112131636827,70,64,2020-12-04 08:15:16.915196
22447,7962531963933988,70,75,2020-12-04 08:15:16.915196
22448,1778268166937212,56,57,2020-12-04 08:15:16.915196
22449,1215029123055120,56,57,2020-12-04 10:18:01.355036
22450,131173789768667,53,59,2020-12-04 10:18:01.355036
22451,1029671792937989,55,54,2020-12-04 10:18:01.355036
22452,6037122044743934,62,61,2020-12-04 10:18:01.355036
22453,981191064005906,45,0,2020-12-04 10:18:01.355036
22454,7868201284585282,64,61,2020-12-04 10:18:01.355036
22455,7846816037827078,57,56,2020-12-04 12:20:32.887380
22456,4014463492045502,45,45,2020-12-04 12:20:32.887380
22457,539448102882780,62,65,2020-12-04 12:20:32.887380
22458,1251838015022838,79,54,2020-12-04 14:15:50.025831
22459,1572389396680337,51,52,2020-12-04 14:15:50.025831
22460,2041269462948411,43,46,2020-12-04 18:19:41.982447
22461,6399326440112771,62,57,2020-12-04 18:19:41.982447
22462,6973164737362847,51,44,2020-12-04 18:19:41.982447
22463,7209992935695265,56,0,2020-12-04 18:19:41.982447
22464,1943361347411145,44,59,2020-12-04 18:19:41.982447
22465,4998819727097065,60,64,2020-12-04 18:19:41.982447
22466,6963766256764792,70,68,2020-12-04 18:19:41.982447
22467,8015740997951715,62,63,2020-12-04 18:19:41.982447
22468,1204528180356530,61,66,2020-12-04 20:19:10.955650
22469,1545935451689855,68,61,2020-12-04 20:19:10.955650
22470,4575301374536370,69,55,2020-12-04 20:19:10.955650
22471,8684708388178591,73,69,2020-12-04 20:19:10.955650
22472,1800244601755204,50,50,2020-12-04 20:19:10.955650
22473,2541804802709426,53,53,2020-12-04 20:19:10.955650
22474,5913457961497758,63,57,2020-12-04 20:19:10.955650
22475,7191799970809034,45,58,2020-12-04 20:19:10.955650
22476,4337252279522985,58,53,2020-12-04 20:19:10.955650
22477,5747998774730833,62,67,2020-12-04 20:19:10.955650
22478,7588657690842758,54,52,2020-12-04 20:19:10.955650
22479,1630112509980421,67,61,2020-12-04 20:19:10.955650
22480,3337409302065181,55,51,2020-12-04 20:19:10.955650
22481,2273757038508650,55,52,2020-12-04 22:24:41.437005
22482,4727596781754080,55,57,2020-12-04 22:24:41.437005
22483,8057806793553773,64,62,2020-12-04 22:24:41.437005
22484,1589060974549131,80,79,2020-12-04 22:24:41.437005
22485,5315032718512515,64,64,2020-12-04 22:24:41.437005
22486,1948649878721389,57,59,2020-12-04 22:24:41.437005
22487,4483216408904943,60,55,2020-12-04 22:24:41.437005
22488,5958438900240070,57,62,2020-12-04 22:24:41.437005
22489,7122997416718397,48,40,2020-12-04 22:24:41.437005
22490,7785839960189206,53,68,2020-12-04 22:24:41.437005
22491,6691093018267763,39,48,2020-12-04 22:24:41.437005
22492,1264255526408594,76,84,2020-12-05 00:25:00.193115
22493,352446929640,56,58,2020-12-05 00:25:00.193115
22494,4956995424575501,64,68,2020-12-05 00:25:00.193115
22495,5692225326961930,58,48,2020-12-05 00:25:00.193115
22496,773318103856555,57,57,2020-12-05 00:25:00.193115
22497,1396595504031559,81,75,2020-12-05 00:25:00.193115
22498,3051485230737836,64,62,2020-12-05 00:25:00.193115
22499,4092890660586478,56,57,2020-12-05 00:25:00.193115
22500,3410360232179888,51,48,2020-12-05 00:25:00.193115
22501,5139791972474139,67,67,2020-12-05 00:25:00.193115
22502,1488884877437438,61,57,2020-12-05 02:22:49.919582
22503,4230815289309943,65,64,2020-12-05 02:22:49.919582
22504,7431105187607973,48,44,2020-12-05 02:22:49.919582
22505,7848353157814267,55,43,2020-12-05 02:22:49.919582
22506,8301274470515269,60,64,2020-12-05 02:22:49.919582
22507,1939727939048409,65,65,2020-12-05 02:22:49.919582
22508,5637531729720285,51,51,2020-12-05 02:22:49.919582
22509,4536105220171385,56,57,2020-12-05 04:23:11.137350
22510,5606440439167695,55,60,2020-12-05 04:23:11.137350
22511,246544255053807,66,56,2020-12-05 04:23:11.137350
22512,60495061291344,61,57,2020-12-05 04:23:11.137350
22513,6390114033419993,51,51,2020-12-05 04:23:11.137350
22514,8547840277819217,51,51,2020-12-05 04:23:11.137350
22515,1672087990900713,50,46,2020-12-05 04:23:11.137350
22516,2370525890138113,50,50,2020-12-05 04:23:11.137350
22517,6555771410115480,51,40,2020-12-05 04:23:11.137350
22518,1284291403066722,64,62,2020-12-05 04:23:11.137350
22519,3170233033978362,63,66,2020-12-05 04:23:11.137350
22520,484254078354546,56,55,2020-12-05 04:23:11.137350
22521,8858500655974291,56,51,2020-12-05 04:23:11.137350
22522,3621878563436948,49,30,2020-12-05 06:22:45.895900
22523,6876376572075289,55,40,2020-12-05 06:22:45.895900
22524,4567173813711366,38,40,2020-12-05 06:22:45.895900
22525,855443332252551,45,45,2020-12-05 06:22:45.895900
22526,5262971679169205,57,62,2020-12-05 08:20:56.948226
22527,5480687832586002,54,55,2020-12-05 08:20:56.948226
22528,7296803690395311,80,84,2020-12-05 08:20:56.948226
22529,3681242805919170,64,64,2020-12-05 08:20:56.948226
22530,5187556114338886,66,64,2020-12-05 08:20:56.948226
22531,8616938838777069,54,49,2020-12-05 08:20:56.948226
22532,1510803119684885,67,69,2020-12-05 10:15:44.192651
22533,38869563710510,48,54,2020-12-05 10:15:44.192651
22534,7171642243127401,55,56,2020-12-05 10:15:44.192651
22535,6520336535908393,51,51,2020-12-05 10:15:44.192651
22536,4763097721588750,65,56,2020-12-05 12:17:53.056011
22537,6730726732543587,55,51,2020-12-05 12:17:53.056011
22538,5207025330168055,56,51,2020-12-05 12:17:53.056011
22539,7860148522408120,44,45,2020-12-05 12:17:53.056011
22540,1046925352910271,61,65,2020-12-05 14:19:52.913705
22541,1875489294332329,0,45,2020-12-05 14:19:52.913705
22542,1633518214955378,50,56,2020-12-05 14:19:52.913705
22543,5301975535635747,58,55,2020-12-05 16:21:37.027728
22544,5569697811960742,44,50,2020-12-05 16:21:37.027728
22545,6410597111880410,54,56,2020-12-05 16:21:37.027728
22546,1033395620569316,55,57,2020-12-05 16:21:37.027728
22547,3872950066308520,56,52,2020-12-05 16:21:37.027728
22548,6813411693036060,50,55,2020-12-05 16:21:37.027728
22549,8135511593176786,72,70,2020-12-05 16:21:37.027728
22550,7032064130031245,60,56,2020-12-05 18:21:12.812949
22551,1705093452548050,51,49,2020-12-05 18:21:12.812949
22552,1172080188425015,58,32,2020-12-05 18:21:12.812949
22553,5067689785558278,0,60,2020-12-05 18:21:12.812949
22554,1270124915764323,71,74,2020-12-05 18:21:12.812949
22555,5976066324848682,61,62,2020-12-05 20:22:11.508646
22556,7320622691964070,66,60,2020-12-05 20:22:11.508646
22557,1956535187024712,58,51,2020-12-05 20:22:11.508646
22558,6285423817016724,55,56,2020-12-05 20:22:11.508646
22559,1816217284425181,54,56,2020-12-05 20:22:11.508646
22560,8864118350190684,68,67,2020-12-05 20:22:11.508646
22561,904894989592189,58,50,2020-12-05 20:22:11.508646
22562,4098038930649191,54,50,2020-12-05 20:22:11.508646
22563,5873136110110628,52,43,2020-12-05 20:22:11.508646
22564,8186577146076002,57,54,2020-12-05 20:22:11.508646
22565,913253078614941,55,54,2020-12-05 20:22:11.508646
22566,5095034970686843,59,59,2020-12-05 22:20:23.893947
22567,6583275892125851,65,63,2020-12-05 22:20:23.893947
22568,6955828685202639,63,62,2020-12-05 22:20:23.893947
22569,3893349497970663,55,52,2020-12-05 22:20:23.893947
22570,4816825042877649,0,54,2020-12-05 22:20:23.893947
22571,6649130798636729,68,64,2020-12-05 22:20:23.893947
22572,6925743359104516,58,0,2020-12-05 22:20:23.893947
22573,7285939631775513,53,56,2020-12-05 22:20:23.893947
22574,8232058303560592,65,0,2020-12-05 22:20:23.893947
22575,1966787180212287,69,64,2020-12-05 22:20:23.893947
22576,5198067124677755,61,67,2020-12-05 22:20:23.893947
22577,891906032203367,54,56,2020-12-05 22:20:23.893947
22578,3007667976589470,69,66,2020-12-06 00:23:01.300113
22579,3273312186502288,61,63,2020-12-06 00:23:01.300113
22580,4629335607317247,50,50,2020-12-06 00:23:01.300113
22581,580960623754574,60,58,2020-12-06 00:23:01.300113
22582,6407065846673671,52,51,2020-12-06 00:23:01.300113
22583,5551859893318436,55,56,2020-12-06 00:23:01.300113
22584,6700477065249902,56,55,2020-12-06 00:23:01.300113
22585,7380824814123618,66,63,2020-12-06 00:23:01.300113
22586,1695929395933595,56,65,2020-12-06 00:23:01.300113
22587,5157312008449826,71,66,2020-12-06 00:23:01.300113
22588,6146632603686238,52,54,2020-12-06 00:23:01.300113
22589,6349641336836268,80,82,2020-12-06 00:23:01.300113
22590,811259493182850,64,0,2020-12-06 00:23:01.300113
22591,8335506677410563,55,56,2020-12-06 00:23:01.300113
22592,1397025354771877,66,71,2020-12-06 02:24:16.763485
22593,2240611780088676,79,77,2020-12-06 02:24:16.763485
22594,810349734851815,54,63,2020-12-06 02:24:16.763485
22595,4375224932832372,74,54,2020-12-06 02:24:16.763485
22596,1745381246706719,53,59,2020-12-06 02:24:16.763485
22597,5233513617243428,58,55,2020-12-06 02:24:16.763485
22598,7798334380482027,46,38,2020-12-06 02:24:16.763485
22599,2154343278171748,54,54,2020-12-06 02:24:16.763485
22600,7598799226861690,69,65,2020-12-06 02:24:16.763485
22601,3000035052456887,76,70,2020-12-06 04:15:43.745994
22602,5159124969512232,51,53,2020-12-06 04:15:43.745994
22603,8389330870683088,47,51,2020-12-06 04:15:43.745994
22604,1566689914666645,55,51,2020-12-06 04:15:43.745994
22605,2160137775718288,52,51,2020-12-06 04:15:43.745994
22606,2292826558400601,56,53,2020-12-06 04:15:43.745994
22607,2596987864668646,66,66,2020-12-06 04:15:43.745994
22608,3295542543660927,52,51,2020-12-06 04:15:43.745994
22609,4385647338566891,63,56,2020-12-06 04:15:43.745994
22610,7691402902578103,50,50,2020-12-06 04:15:43.745994
22611,8138586737928997,51,38,2020-12-06 04:15:43.745994
22612,6212400323588452,46,42,2020-12-06 04:15:43.745994
22613,6081679190638629,75,79,2020-12-06 04:15:43.745994
22614,7549264219568052,67,63,2020-12-06 04:15:43.745994
22615,1068585480249047,53,53,2020-12-06 06:14:10.362067
22616,4611568248930358,58,64,2020-12-06 06:14:10.362067
22617,4080203824391937,53,53,2020-12-06 06:14:10.362067
22618,8863302133828576,55,56,2020-12-06 06:14:10.362067
22619,2444184356624812,51,40,2020-12-06 06:14:10.362067
22620,2759169876325368,66,69,2020-12-06 06:14:10.362067
22621,6285158336553684,60,55,2020-12-06 06:14:10.362067
22622,988918200010302,58,0,2020-12-06 06:14:10.362067
22623,7227598130313605,66,63,2020-12-06 06:14:10.362067
22624,1281452784844015,63,63,2020-12-06 08:18:30.636874
22625,5316891004242819,61,64,2020-12-06 08:18:30.636874
22626,6210523459119878,70,71,2020-12-06 08:18:30.636874
22627,5266185210221901,49,58,2020-12-06 08:18:30.636874
22628,5917928549363811,63,58,2020-12-06 08:18:30.636874
22629,964641215162349,58,49,2020-12-06 08:18:30.636874
22630,1487588056242897,45,38,2020-12-06 10:12:16.683480
22631,6319366051593231,54,55,2020-12-06 10:12:16.683480
22632,767549626947739,78,81,2020-12-06 10:12:16.683480
22633,800122448494069,50,42,2020-12-06 10:12:16.683480
22634,8310843678111523,53,49,2020-12-06 10:12:16.683480
22635,3001315922558849,59,55,2020-12-06 10:12:16.683480
22636,906753545552274,57,56,2020-12-06 10:12:16.683480
22637,3595688387869456,57,55,2020-12-06 12:19:23.712039
22638,6034255039173505,58,0,2020-12-06 16:21:53.571040
22639,8360722091490344,54,51,2020-12-06 16:21:53.571040
22640,8385825428906048,59,55,2020-12-06 16:21:53.571040
22641,1293317886412667,55,61,2020-12-06 18:24:07.005103
22642,2523895116463558,66,71,2020-12-06 18:24:07.005103
22643,5774336174840718,55,55,2020-12-06 18:24:07.005103
22644,8069446017843500,65,61,2020-12-06 18:24:07.005103
22645,8526679679519749,53,58,2020-12-06 18:24:07.005103
22646,8576668038740577,53,51,2020-12-06 18:24:07.005103
22647,5451298024421873,61,65,2020-12-06 18:24:07.005103
22648,6044605827371698,53,43,2020-12-06 18:24:07.005103
22649,8781727310898350,66,66,2020-12-06 18:24:07.005103
22650,6054947801270003,63,63,2020-12-06 18:24:07.005103
22651,3347477563022674,51,46,2020-12-06 20:26:02.634992
22652,4304494092045783,45,43,2020-12-06 20:26:02.634992
22653,5686156349065610,51,53,2020-12-06 20:26:02.634992
22654,7289927294793380,64,67,2020-12-06 20:26:02.634992
22655,7734022690825153,55,60,2020-12-06 20:26:02.634992
22656,8359399773828110,54,54,2020-12-06 20:26:02.634992
22657,2811503451545814,67,62,2020-12-06 20:26:02.634992
22658,4020799230890750,66,67,2020-12-06 20:26:02.634992
22659,6786088744543535,64,62,2020-12-06 20:26:02.634992
22660,7495097248135094,60,58,2020-12-06 20:26:02.634992
22661,1786517991073080,52,54,2020-12-06 20:26:02.634992
22662,2781581318862356,61,57,2020-12-06 20:26:02.634992
22663,3876749568760162,51,52,2020-12-06 20:26:02.634992
22664,4726900030680028,51,50,2020-12-06 20:26:02.634992
22665,3612331467720446,55,58,2020-12-06 20:26:02.634992
22666,6372581640113857,57,0,2020-12-06 20:26:02.634992
22667,8157161985002729,65,64,2020-12-06 20:26:02.634992
22668,1110528500921814,61,66,2020-12-06 22:21:38.692114
22669,1372101016978847,65,66,2020-12-06 22:21:38.692114
22670,3567618976922650,79,76,2020-12-06 22:21:38.692114
22671,4106759557888202,66,62,2020-12-06 22:21:38.692114
22672,6722431738597768,51,57,2020-12-06 22:21:38.692114
22673,8192491725006454,56,55,2020-12-06 22:21:38.692114
22674,5678776269244787,63,65,2020-12-06 22:21:38.692114
22675,8815507100911595,47,43,2020-12-06 22:21:38.692114
22676,5814295297938589,65,60,2020-12-06 22:21:38.692114
22677,125221882041602,60,53,2020-12-06 22:21:38.692114
22678,19496437558671,76,79,2020-12-06 22:21:38.692114
22679,7450399357736654,63,60,2020-12-06 22:21:38.692114
22680,3045232233981300,49,46,2020-12-07 00:25:25.694910
22681,4302062663810067,63,65,2020-12-07 00:25:25.694910
22682,5022479181831769,48,46,2020-12-07 00:25:25.694910
22683,548619667196899,62,65,2020-12-07 00:25:25.694910
22684,5757035014937580,66,64,2020-12-07 00:25:25.694910
22685,8485623399831168,70,69,2020-12-07 00:25:25.694910
22686,6304630261362502,0,56,2020-12-07 00:25:25.694910
22687,1407479244879241,69,70,2020-12-07 00:25:25.694910
22688,1924331714488259,69,64,2020-12-07 00:25:25.694910
22689,4588533765936312,50,54,2020-12-07 00:25:25.694910
22690,8482261901898526,57,53,2020-12-07 00:25:25.694910
22691,5238297887562726,63,61,2020-12-07 02:21:37.017311
22692,6414582586397329,69,70,2020-12-07 02:21:37.017311
22693,2826928043459426,47,52,2020-12-07 02:21:37.017311
22694,3737228316551142,45,45,2020-12-07 02:21:37.017311
22695,2301995717404341,51,26,2020-12-07 02:21:37.017311
22696,8260082858821739,49,46,2020-12-07 02:21:37.017311
22697,5072103815694406,60,62,2020-12-07 02:21:37.017311
22698,6903517402559663,47,34,2020-12-07 02:21:37.017311
22699,7406101681809736,64,61,2020-12-07 02:21:37.017311
22700,8009557646129197,79,80,2020-12-07 02:21:37.017311
22701,3417794282225122,63,60,2020-12-07 04:23:09.761298
22702,5435531287431210,53,31,2020-12-07 04:23:09.761298
22703,5916069610373086,51,50,2020-12-07 04:23:09.761298
22704,1498137787728648,57,57,2020-12-07 04:23:09.761298
22705,3875848654033867,47,46,2020-12-07 04:23:09.761298
22706,5004672050969642,62,60,2020-12-07 04:23:09.761298
22707,7720449156164795,61,0,2020-12-07 04:23:09.761298
22708,8778274589978821,46,45,2020-12-07 04:23:09.761298
22709,7774940383735191,45,48,2020-12-07 04:23:09.761298
22710,817574879004791,62,64,2020-12-07 04:23:09.761298
22711,8707451140144913,65,61,2020-12-07 04:23:09.761298
22712,4414432205280434,66,63,2020-12-07 04:23:09.761298
22713,6484077874151327,58,59,2020-12-07 04:23:09.761298
22714,658381948721648,52,54,2020-12-07 04:23:09.761298
22715,1509870607489602,20,47,2020-12-07 06:21:48.585924
22716,4152632922882405,53,51,2020-12-07 06:21:48.585924
22717,5771646132653643,69,65,2020-12-07 06:21:48.585924
22718,1402492678692471,52,51,2020-12-07 06:21:48.585924
22719,4391209536209406,50,46,2020-12-07 06:21:48.585924
22720,7391312674195009,52,48,2020-12-07 06:21:48.585924
22721,2899744963971929,78,79,2020-12-07 06:21:48.585924
22722,3802022885789688,85,81,2020-12-07 06:21:48.585924
22723,6069078072824750,54,49,2020-12-07 06:21:48.585924
22724,6962517050298907,22,45,2020-12-07 06:21:48.585924
22725,7426879030638413,51,49,2020-12-07 08:19:54.591360
22726,3954124049685927,54,59,2020-12-07 08:19:54.591360
22727,7555123404004418,55,0,2020-12-07 08:19:54.591360
22728,7847933865542031,49,24,2020-12-07 08:19:54.591360
22729,8774605867274745,63,58,2020-12-07 08:19:54.591360
22730,8851726639865053,62,64,2020-12-07 08:19:54.591360
22731,380213217400281,53,48,2020-12-07 08:19:54.591360
22732,4592962534099574,59,28,2020-12-07 08:19:54.591360
22733,6966786168950708,50,50,2020-12-07 08:19:54.591360
22734,7212068048496989,24,31,2020-12-07 08:19:54.591360
22735,8889428915417750,59,63,2020-12-07 08:19:54.591360
22736,2969146823846644,49,58,2020-12-07 08:19:54.591360
22737,6414211639303035,47,47,2020-12-07 10:22:30.318512
22738,1149213436629512,53,53,2020-12-07 10:22:30.318512
22739,4874965244951291,59,61,2020-12-07 10:22:30.318512
22740,5256211413917000,58,63,2020-12-07 10:22:30.318512
22741,6882540852336106,40,46,2020-12-07 10:22:30.318512
22742,7496385427072478,40,48,2020-12-07 10:22:30.318512
22743,7818562815882003,51,54,2020-12-07 10:22:30.318512
22744,2482680467572719,60,72,2020-12-07 12:17:22.077248
22745,761003893577920,48,46,2020-12-07 12:17:22.077248
22746,6322373610007809,53,53,2020-12-07 12:17:22.077248
22747,6628935237137686,56,54,2020-12-07 12:17:22.077248
22748,7632180489455510,65,63,2020-12-07 12:17:22.077248
22749,3560043990625044,52,54,2020-12-07 14:13:52.661663
22750,4942761902896487,59,47,2020-12-07 14:13:52.661663
22751,3544998189355779,52,56,2020-12-07 14:13:52.661663
22752,1026492924948365,55,70,2020-12-07 16:13:55.146964
22753,5241333781433115,48,71,2020-12-07 16:13:55.146964
22754,4396132377648867,56,57,2020-12-07 16:13:55.146964
22755,6341364726328617,70,69,2020-12-07 16:13:55.146964
22756,1994189435554719,58,54,2020-12-07 16:13:55.146964
22757,4546124588391803,49,51,2020-12-07 16:13:55.146964
22758,8649516090538751,71,73,2020-12-07 16:13:55.146964
22759,1150558022546061,52,56,2020-12-07 18:15:30.815438
22760,7365144617296373,70,71,2020-12-07 18:15:30.815438
22761,1897002117353881,84,78,2020-12-07 18:15:30.815438
22762,3137818677870425,53,56,2020-12-07 18:15:30.815438
22763,7803913785133109,58,56,2020-12-07 18:15:30.815438
22764,8860033754267472,51,53,2020-12-07 18:15:30.815438
22765,4978412703835785,49,65,2020-12-07 20:17:26.873763
22766,5157690037646281,58,59,2020-12-07 20:17:26.873763
22767,6328274290306446,59,61,2020-12-07 20:17:26.873763
22768,7546138380013567,53,56,2020-12-07 20:17:26.873763
22769,2015792302470826,48,28,2020-12-07 20:17:26.873763
22770,3664347330779790,54,47,2020-12-07 20:17:26.873763
22771,7832620491113953,59,58,2020-12-07 20:17:26.873763
22772,996531758822576,55,55,2020-12-07 20:17:26.873763
22773,1599838425099324,58,53,2020-12-07 20:17:26.873763
22774,1678009809076838,60,64,2020-12-07 20:17:26.873763
22775,6536795782272993,61,64,2020-12-07 20:17:26.873763
22776,1739367754926974,61,0,2020-12-07 20:17:26.873763
22777,6858012169993832,54,53,2020-12-07 20:17:26.873763
22778,1258384497775979,57,53,2020-12-08 02:23:55.840267
22779,2636581888795706,63,61,2020-12-08 02:23:55.840267
22780,3877948459730745,76,72,2020-12-08 02:23:55.840267
22781,1263931800885917,63,63,2020-12-08 02:23:55.840267
22782,1954442684445191,77,54,2020-12-08 02:23:55.840267
22783,2026508577930240,82,75,2020-12-08 02:23:55.840267
22784,3222879614324998,74,75,2020-12-08 02:23:55.840267
22785,1879788403121020,57,54,2020-12-08 02:23:55.840267
22786,2136021039449694,55,48,2020-12-08 02:23:55.840267
22787,2592971207360430,49,53,2020-12-08 02:23:55.840267
22788,3291066134626999,74,75,2020-12-08 02:23:55.840267
22789,4089806052903066,51,48,2020-12-08 02:23:55.840267
22790,4129508918688201,60,53,2020-12-08 02:23:55.840267
22791,4840692228385298,62,61,2020-12-08 02:23:55.840267
22792,5063308113208524,51,56,2020-12-08 02:23:55.840267
22793,6757402269884470,46,52,2020-12-08 02:23:55.840267
22794,4777778271861173,66,61,2020-12-08 02:23:55.840267
22795,5092504808633996,0,57,2020-12-08 02:23:55.840267
22796,5405338115417676,54,53,2020-12-08 02:23:55.840267
22797,573521810133242,64,59,2020-12-08 02:23:55.840267
22798,6535231424710621,48,48,2020-12-08 02:23:55.840267
22799,1943717564261465,75,73,2020-12-08 02:23:55.840267
22800,2565384047084820,50,48,2020-12-08 02:23:55.840267
22801,3004708576856728,81,80,2020-12-08 02:23:55.840267
22802,7120906088256414,61,62,2020-12-08 02:23:55.840267
22803,8804731735266844,0,45,2020-12-08 02:23:55.840267
22804,497589689479936,60,61,2020-12-08 02:23:55.840267
22805,5017196474545576,56,48,2020-12-08 02:23:55.840267
22806,57734921476322,63,63,2020-12-08 02:23:55.840267
22807,7621604278535305,73,75,2020-12-08 02:23:55.840267
22808,7835920053528596,47,46,2020-12-08 02:23:55.840267
22809,957456044052243,62,65,2020-12-08 02:23:55.840267
22810,7949346465005592,61,59,2020-12-08 02:23:55.840267
22811,8135592667391261,73,70,2020-12-08 02:23:55.840267
22812,3054645400399078,62,65,2020-12-08 04:22:11.297273
22813,3216526980779447,61,57,2020-12-08 04:22:11.297273
22814,4456763752423750,55,60,2020-12-08 04:22:11.297273
22815,7352654352237734,76,79,2020-12-08 04:22:11.297273
22816,3196248024884468,41,46,2020-12-08 04:22:11.297273
22817,4176014766384542,60,58,2020-12-08 04:22:11.297273
22818,5884240334890868,49,57,2020-12-08 04:22:11.297273
22819,944413490593472,52,50,2020-12-08 04:22:11.297273
22820,1368305171750040,52,47,2020-12-08 04:22:11.297273
22821,1735873262898276,79,76,2020-12-08 04:22:11.297273
22822,3104368752029679,39,42,2020-12-08 04:22:11.297273
22823,6238738361912183,63,64,2020-12-08 04:22:11.297273
22824,661465220357667,57,62,2020-12-08 04:22:11.297273
22825,8700744949038565,48,41,2020-12-08 04:22:11.297273
22826,8781689071597514,48,50,2020-12-08 04:22:11.297273
22827,1469703915228370,49,54,2020-12-08 04:22:11.297273
22828,5590321528741150,51,58,2020-12-08 04:22:11.297273
22829,7531010894026292,78,63,2020-12-08 04:22:11.297273
22830,2050245973802813,55,50,2020-12-08 06:24:08.741632
22831,7411022932749781,66,64,2020-12-08 06:24:08.741632
22832,5903563110736277,79,77,2020-12-08 06:24:08.741632
22833,7833454615510623,64,61,2020-12-08 06:24:08.741632
22834,1754612162067569,80,75,2020-12-08 06:24:08.741632
22835,5944159335801730,74,76,2020-12-08 06:24:08.741632
22836,625864004259330,74,74,2020-12-08 06:24:08.741632
22837,8175583160579848,49,42,2020-12-08 06:24:08.741632
22838,8280147497761314,53,49,2020-12-08 06:24:08.741632
22839,3717801173688977,0,50,2020-12-08 06:24:08.741632
22840,6024520872044344,74,69,2020-12-08 06:24:08.741632
22841,8413636663407419,72,73,2020-12-08 06:24:08.741632
22842,8905593565164752,72,72,2020-12-08 06:24:08.741632
22843,4331424439716247,56,54,2020-12-08 08:26:47.666939
22844,7584882643692996,77,79,2020-12-08 08:26:47.666939
22845,1299538169023941,65,50,2020-12-08 08:26:47.666939
22846,3547158473268652,69,54,2020-12-08 08:26:47.666939
22847,7404167306797612,74,76,2020-12-08 08:26:47.666939
22848,1657682026473114,48,41,2020-12-08 08:26:47.666939
22849,5847844380205859,78,82,2020-12-08 10:26:24.560872
22850,7452066060553779,40,41,2020-12-08 10:26:24.560872
22851,8095064438719091,73,76,2020-12-08 10:26:24.560872
22852,4207124059467236,62,63,2020-12-08 10:26:24.560872
22853,5470543485070474,64,51,2020-12-08 10:26:24.560872
22854,5752766319009565,73,74,2020-12-08 10:26:24.560872
22855,6859827615223470,55,54,2020-12-08 10:26:24.560872
22856,4453456764166911,75,81,2020-12-08 12:26:01.314275
22857,7481495367984184,54,49,2020-12-08 12:26:01.314275
22858,5388059768199521,53,51,2020-12-08 12:26:01.314275
22859,5042186192186742,46,69,2020-12-08 12:26:01.314275
22860,3977051077326473,58,59,2020-12-08 15:24:47.787059
22861,5188880889583406,61,66,2020-12-08 15:24:47.787059
22862,553979104770618,73,59,2020-12-08 15:24:47.787059
22863,2369195396125233,47,40,2020-12-08 16:15:33.084538
22864,1043794875020095,50,52,2020-12-08 16:15:33.084538
22865,3378314818911432,58,54,2020-12-08 16:15:33.084538
22866,7641070215151656,58,60,2020-12-08 16:15:33.084538
22867,8416097779643045,75,54,2020-12-08 16:15:33.084538
22868,6657926648328941,48,48,2020-12-08 16:15:33.084538
22869,1036414880813937,63,59,2020-12-08 18:24:02.416119
22870,1827261029593655,59,59,2020-12-08 18:24:02.416119
22871,7527742279875634,59,67,2020-12-08 18:24:02.416119
22872,5403520173745109,61,56,2020-12-08 18:24:02.416119
22873,5712797357740219,48,49,2020-12-08 18:24:02.416119
22874,1441490459402290,73,70,2020-12-08 18:24:02.416119
22875,3114324798590394,59,54,2020-12-08 18:24:02.416119
22876,1070105642127527,54,52,2020-12-08 18:24:02.416119
22877,5196245268244359,76,77,2020-12-08 18:24:02.416119
22878,1995515654305896,39,53,2020-12-08 20:21:38.042354
22879,4705073093187225,49,52,2020-12-08 20:21:38.042354
22880,5073693719243251,65,64,2020-12-08 20:21:38.042354
22881,6144514403438745,72,68,2020-12-08 20:21:38.042354
22882,8058116478575734,70,62,2020-12-08 20:21:38.042354
